id,match_id,player_id,player_name,equipo,tick,hora
959,378,346,neymarcinho,Blue,138,
960,379,356,rulyy,Blue,75,
961,379,356,rulyy,Red,85,
962,379,356,rulyy,Blue,96,
963,379,354,FLISHGOD,Red,108,
964,379,2,tnt,Blue,174,
965,380,351,virgen van gay,Blue,4,
966,380,357,vardy its now,Blue,60,
967,380,336,colo(noprime),Blue,70,
968,381,351,virgen van gay,Red,75,
969,381,351,virgen van gay,Blue,96,
970,381,357,vardy its now,Red,185,
971,382,350,Augus,Red,24,
972,382,357,vardy its now,Red,54,
973,382,2,tnt,Red,89,
984,389,365,lucia morganti,Red,25,
985,389,365,lucia morganti,Red,36,
986,389,361,SOY NUEVO,Blue,48,
987,389,2,tnt,Blue,154,
988,389,365,lucia morganti,Blue,214,
989,390,366,Iker Muniagod 🎩,Red,19,
990,390,157,sacachispas,Blue,97,
991,390,365,lucia morganti,Red,163,
992,390,365,lucia morganti,Blue,174,
993,390,367,wanchope32,Blue,211,
994,392,362,tetunisspa,Blue,27,
995,392,365,lucia morganti,Red,41,
996,392,362,tetunisspa,Blue,61,
997,392,368,noce,Blue,78,
998,393,368,noce,Red,16,
999,394,362,tetunisspa,Blue,41,
1000,394,364,shakaa,Blue,64,
1001,394,367,wanchope32,Blue,137,
1002,395,157,sacachispas,Blue,134,
1003,396,2,tnt,Red,175,
1004,397,374,tyk,Red,32,
1005,397,372,Morganti JR,Red,137,
1006,397,157,sacachispas,Red,176,
1007,398,365,lucia morganti,Blue,41,
1008,398,2,tnt,Red,90,
1009,398,2,tnt,Red,278,
1010,399,365,lucia morganti,Blue,203,
1011,400,365,lucia morganti,Blue,15,
1012,400,2,tnt,Blue,162,
1013,402,380,𝒄𝒉𝒆𝒌𝒆𝒓,Blue,119,
1014,403,376,Donador,Blue,6,
1015,403,373,Tacle ,Blue,44,
1016,403,376,Donador,Blue,57,
1017,404,2,tnt,Blue,120,
1018,404,375,wz,Red,130,
1019,404,380,𝒄𝒉𝒆𝒌𝒆𝒓,Blue,214,
1020,406,373,Tacle ,Blue,14,
1021,406,373,Tacle ,Blue,144,
1022,406,375,wz,Red,151,
1023,406,376,Donador,Blue,165,
1024,407,376,Donador,Blue,98,
1025,407,373,Tacle ,Blue,178,
1026,408,375,wz,Red,11,
1027,408,387,𝙍𝙮𝙪𝙨𝙚𝙞 𝙎𝙝𝙞𝙙𝙤𝙪,Blue,42,
1028,408,391,𝐹𝑒𝓇𝓏𝒽𝒾,Blue,152,
1029,409,373,Tacle ,Blue,54,
1030,409,376,Donador,Blue,110,
1031,409,376,Donador,Blue,133,
1032,410,389,kick.com/fraan_akd,Blue,182,
1033,411,394,DI MARIA,Blue,2,
1034,412,394,DI MARIA,Red,100,
1035,413,375,wz,Blue,52,
1036,413,394,DI MARIA,Blue,92,
1037,413,373,Tacle ,Red,100,
1038,413,373,Tacle ,Red,171,
1039,413,399,martieeeen,Red,256,
1040,416,375,wz,Blue,11,
1041,416,403,TONKA,Red,62,
1042,416,373,Tacle ,Red,94,
1043,416,393,PRIMACIO,Red,118,
1044,417,373,Tacle ,Red,42,
1045,417,400,aloRoman,Blue,56,
1046,417,399,martieeeen,Red,71,
1047,417,399,martieeeen,Red,98,
1048,418,393,PRIMACIO,Red,22,
1049,418,400,aloRoman,Red,136,
1050,418,373,Tacle ,Red,179,
1051,419,375,wz,Blue,23,
1052,419,375,wz,Blue,161,
1053,419,406,ttomas,Blue,179,
1054,420,399,martieeeen,Red,28,
1055,420,399,martieeeen,Red,42,
1056,420,373,Tacle ,Red,53,
1057,421,393,PRIMACIO,Red,62,
1058,421,373,Tacle ,Blue,69,
1059,421,399,martieeeen,Blue,91,
